 frequency              input_noise_VrtHz      output_noise_VrtHz    
 8.709635899560703e+01  1.199733434165459e-07  3.094096071089945e-03 
 8.912509381337350e+01  1.186526985511822e-07  3.057865082695328e-03 
 9.120108393558989e+01  1.173473025330925e-07  3.021978814455180e-03 
 9.332543007969799e+01  1.160569839548511e-07  2.986431154237231e-03 
 9.549925860214246e+01  1.147815734221430e-07  2.951216009928010e-03 
 9.772372209557990e+01  1.135209035303268e-07  2.916327302262354e-03 
 9.999999999999881e+01  1.122748088410635e-07  2.881758988335909e-03 
 1.023292992280742e+02  1.110431258593827e-07  2.847505029095843e-03 
 1.047128548050887e+02  1.098256930110317e-07  2.813559414410919e-03 
 1.071519305237593e+02  1.086223506198986e-07  2.779916159956986e-03 
 1.096478196143172e+02  1.074329408859081e-07  2.746569298960225e-03 
 1.122018454301950e+02  1.062573078630941e-07  2.713512890559293e-03 
 1.148153621496869e+02  1.050952974378795e-07  2.680741023430178e-03 
 1.174897554939515e+02  1.039467573076875e-07  2.648247810801503e-03 
 1.202264434617398e+02  1.028115369596732e-07  2.616027398063684e-03 
 1.230268770812366e+02  1.016894876499870e-07  2.584073958618704e-03 
 1.258925411794152e+02  1.005804623827964e-07  2.552381706133321e-03 
 1.288249551693118e+02  9.948431589009632e-08  2.520944890480500e-03 
 1.318256738556391e+02  9.840090461127688e-08  2.489757798999154e-03 
 1.348962882591637e+02  9.733008667324779e-08  2.458814771433696e-03 
 1.380384264602868e+02  9.627172187063561e-08  2.428110189580524e-03 
 1.412537544622737e+02  9.522567164625537e-08  2.397638487444632e-03 
 1.445439770745910e+02  9.419179907175044e-08  2.367394160773061e-03 
 1.479108388168189e+02  9.316996882854653e-08  2.337371769108700e-03 
 1.513561248436189e+02  9.216004718893856e-08  2.307565937617294e-03 
 1.548816618912462e+02  9.116190199738130e-08  2.277971365092782e-03 
 1.584893192461094e+02  9.017540265209369e-08  2.248582838376032e-03 
 1.621810097358910e+02  8.920042008679207e-08  2.219395218657490e-03 
 1.659586907437540e+02  8.823682675257221e-08  2.190403474585548e-03 
 1.698243652461723e+02  8.728449660011162e-08  2.161602672198425e-03 
 1.737800828749354e+02  8.634330506201304e-08  2.132987989276487e-03 
 1.778279410038901e+02  8.541312903533528e-08  2.104554723038854e-03 
 1.819700858609961e+02  8.449384686525391e-08  2.076298195573262e-03 
 1.862087136662844e+02  8.358533832432146e-08  2.048214177151909e-03 
 1.905460717963223e+02  8.268748460106106e-08  2.020298274221678e-03 
 1.949844599758021e+02  8.180016827957591e-08  1.992546357200315e-03 
 1.995262314968855e+02  8.092327332401240e-08  1.964954462397946e-03 
 2.041737944669504e+02  8.005668506215407e-08  1.937518804412676e-03 
 2.089296130854013e+02  7.920029016930499e-08  1.910235788603057e-03 
 2.137962089502205e+02  7.835397665222903e-08  1.883102025627045e-03 
 2.187761623949525e+02  7.751763383338991e-08  1.856114331589364e-03 
 2.238721138568311e+02  7.669115233527145e-08  1.829269750376676e-03 
 2.290867652767744e+02  7.587442406490919e-08  1.802565559461955e-03 
 2.344228815319892e+02  7.506734219850507e-08  1.775999288422534e-03 
 2.398832919019460e+02  7.426980116637712e-08  1.749568713522241e-03 
 2.454708915684999e+02  7.348169663784403e-08  1.723271892366266e-03 
 2.511886431509548e+02  7.270292550645302e-08  1.697107152629228e-03 
 2.570395782768830e+02  7.193338587597256e-08  1.671073043581896e-03 
 2.630267991895348e+02  7.117297704293128e-08  1.645168632655861e-03 
 2.691534803926880e+02  7.042159948666902e-08  1.619393071607626e-03 
 2.754228703338130e+02  6.967915485206063e-08  1.593745905892394e-03 
 2.818382931264417e+02  6.894554593628166e-08  1.568227002833011e-03 
 2.884031503126568e+02  6.822067667471704e-08  1.542836559849103e-03 
 2.951209226666347e+02  6.750445212721189e-08  1.517575108551269e-03 
 3.019951720401976e+02  6.679677846440184e-08  1.492443521145664e-03 
 3.090295432513550e+02  6.609756295412580e-08  1.467443008578493e-03 
 3.162277660168338e+02  6.540671394869661e-08  1.442575069958343e-03 
 3.235936569296240e+02  6.472414086894259e-08  1.417841719261687e-03 
 3.311311214825867e+02  6.404975419510799e-08  1.393245132367779e-03 
 3.388441561391980e+02  6.338346545109995e-08  1.368787881344827e-03 
 3.467368504525271e+02  6.272518719228276e-08  1.344472871047679e-03 
 3.548133892335708e+02  6.207483299268761e-08  1.320303326214429e-03 
 3.630780547700965e+02  6.143231743304261e-08  1.296282736217669e-03 
 3.715352290971676e+02  6.079755608560257e-08  1.272415038760909e-03 
 3.801893963205561e+02  6.017046550563704e-08  1.248704314596856e-03 
 3.890451449942754e+02  5.955096321654244e-08  1.225154963888583e-03 
 3.981071705534919e+02  5.893896769826301e-08  1.201771646648677e-03 
 4.073802778041073e+02  5.833439837586675e-08  1.178559217770441e-03 
 4.168693834703298e+02  5.773717560515239e-08  1.155522871653673e-03 
 4.265795188015869e+02  5.714722066435968e-08  1.132667873733418e-03 
 4.365158322401601e+02  5.656445574007585e-08  1.109999703183170e-03 
 4.466835921509571e+02  5.598880391673037e-08  1.087523950914559e-03 
 4.570881896148688e+02  5.542018916272094e-08  1.065246430128177e-03 
 4.677351412871918e+02  5.485853632249533e-08  1.043172943221106e-03 
 4.786300923226318e+02  5.430377110283342e-08  1.021309392004249e-03 
 4.897788193684394e+02  5.375582006273431e-08  9.996616882261451e-04 
 5.011872336272654e+02  5.321461060014655e-08  9.782358349290303e-04 
 5.128613839913578e+02  5.268007094467312e-08  9.570377009777948e-04 
 5.248074602497653e+02  5.215213014227005e-08  9.360732144426788e-04 
 5.370317963702453e+02  5.163071804822549e-08  9.153481406694815e-04 
 5.495408738576169e+02  5.111576531466710e-08  8.948681455135633e-04 
 5.623413251903413e+02  5.060720337841055e-08  8.746388254128153e-04 
 5.754399373371490e+02  5.010496445395290e-08  8.546655275304576e-04 
 5.888436553555808e+02  4.960898151889408e-08  8.349534947512395e-04 
 6.025595860743495e+02  4.911918830753149e-08  8.155076802912167e-04 
 6.165950018614736e+02  4.863551929659577e-08  7.963328786340382e-04 
 6.309573444801845e+02  4.815790969888502e-08  7.774335572809426e-04 
 6.456542290346465e+02  4.768629544926961e-08  7.588139790147297e-04 
 6.606934480075868e+02  4.722061319843572e-08  7.404780490289642e-04 
 6.760829753919722e+02  4.676080029909884e-08  7.224294286987733e-04 
 6.918309709189267e+02  4.630679479983055e-08  7.046714002222255e-04 
 7.079457843841279e+02  4.585853543204577e-08  6.872069573233432e-04 
 7.244359600749798e+02  4.541596160159923e-08  6.700387508199911e-04 
 7.413102413009070e+02  4.497901338043484e-08  6.531690474757452e-04 
 7.585775750291730e+02  4.454763149440923e-08  6.365997979173301e-04 
 7.762471166286807e+02  4.412175731549151e-08  6.203325847721908e-04 
 7.943282347242701e+02  4.370133285194665e-08  6.043686332716000e-04 
 8.128305161640876e+02  4.328630073896086e-08  5.887088131458282e-04 
 8.317637711026591e+02  4.287660422942891e-08  5.733536405672408e-04 
 8.511380382023643e+02  4.247218718470896e-08  5.583032819634440e-04 
 8.709635899560682e+02  4.207299406556690e-08  5.435575608906508e-04 
 8.912509381337328e+02  4.167896992316805e-08  5.291159644910142e-04 
 9.120108393558967e+02  4.129006039008793e-08  5.149776529402109e-04 
 9.332543007969776e+02  4.090621167150040e-08  5.011414688088022e-04 
 9.549925860214222e+02  4.052737053637237e-08  4.876059481718661e-04 
 9.772372209557966e+02  4.015348430915790e-08  4.743693271509057e-04 
 9.999999999999856e+02  3.978450085967466e-08  4.614295767042796e-04 
 1.023292992280739e+03  3.942036859682629e-08  4.487843821270091e-04 
 1.047128548050884e+03  3.906103645901900e-08  4.364311756025468e-04 
 1.071519305237591e+03  3.870645390473920e-08  4.243671628989723e-04 
 1.096478196143169e+03  3.835657090674812e-08  4.125893064389818e-04 
 1.122018454301947e+03  3.801133794144888e-08  4.010943713467375e-04 
 1.148153621496866e+03  3.767070598216126e-08  3.898789222115822e-04 
 1.174897554939512e+03  3.733462649041671e-08  3.789393469967824e-04 
 1.202264434617395e+03  3.700305140941258e-08  3.682718577325199e-04 
 1.230268770812363e+03  3.667593315440234e-08  3.578725228552743e-04 
 1.258925411794148e+03  3.635322460508006e-08  3.477372799308011e-04 
 1.288249551693115e+03  3.603487909948184e-08  3.378619353085750e-04 
 1.318256738556387e+03  3.572085042514943e-08  3.282421901077347e-04 
 1.348962882591633e+03  3.541109281229476e-08  3.188736486222762e-04 
 1.380384264602864e+03  3.510556092518712e-08  3.097518398756373e-04 
 1.412537544622733e+03  3.480420985704723e-08  3.008722149079648e-04 
 1.445439770745906e+03  3.450699512072305e-08  2.922301738901576e-04 
 1.479108388168185e+03  3.421387264287091e-08  2.838210688542416e-04 
 1.513561248436185e+03  3.392479875664270e-08  2.756402172339824e-04 
 1.548816618912458e+03  3.363973019485480e-08  2.676829117530648e-04 
 1.584893192461089e+03  3.335862408350837e-08  2.599444291432684e-04 
 1.621810097358905e+03  3.308143793401845e-08  2.524200447322968e-04 
 1.659586907437535e+03  3.280812963863528e-08  2.451050316615010e-04 
 1.698243652461718e+03  3.253865746207362e-08  2.379946782740393e-04 
 1.737800828749349e+03  3.227298003631593e-08  2.310842902541814e-04 
 1.778279410038895e+03  3.201105635440270e-08  2.243691982809089e-04 
 1.819700858609955e+03  3.175284576329520e-08  2.178447680540884e-04 
 1.862087136662838e+03  3.149830795975230e-08  2.115063997756404e-04 
 1.905460717963218e+03  3.124740298267695e-08  2.053495400075314e-04 
 1.949844599758015e+03  3.100009120843094e-08  1.993696829698357e-04 
 1.995262314968848e+03  3.075633334497219e-08  1.935623760323645e-04 
 2.041737944669497e+03  3.051609042665084e-08  1.879232231110059e-04 
 2.089296130854007e+03  3.027932380812245e-08  1.824478902877717e-04 
 2.137962089502199e+03  3.004599515987140e-08  1.771321069447196e-04 
 2.187761623949518e+03  2.981606646311851e-08  1.719716689653048e-04 
 2.238721138568304e+03  2.958950000416822e-08  1.669624426338280e-04 
 2.290867652767737e+03  2.936625837029368e-08  1.621003652965522e-04 
 2.344228815319885e+03  2.914630444481924e-08  1.573814477286679e-04 
 2.398832919019453e+03  2.892960140278004e-08  1.528017752929419e-04 
 2.454708915684992e+03  2.871611270607332e-08  1.483575100367028e-04 
 2.511886431509540e+03  2.850580209897350e-08  1.440448918587364e-04 
 2.570395782768823e+03  2.829863360527854e-08  1.398602372985001e-04 
 2.630267991895340e+03  2.809457152302711e-08  1.357999421634566e-04 
 2.691534803926873e+03  2.789358042084313e-08  1.318604813374014e-04 
 2.754228703338123e+03  2.769562513465035e-08  1.280384084213973e-04 
 2.818382931264409e+03  2.750067076406404e-08  1.243303557231483e-04 
 2.884031503126560e+03  2.730868266834473e-08  1.207330347909448e-04 
 2.951209226666339e+03  2.711962646390368e-08  1.172432351475786e-04 
 3.019951720401968e+03  2.693346802052709e-08  1.138578244622343e-04 
 3.090295432513541e+03  2.675017345837988e-08  1.105737478726672e-04 
 3.162277660168329e+03  2.656970914549161e-08  1.073880269295748e-04 
 3.235936569296231e+03  2.639204169517602e-08  1.042977586924084e-04 
 3.311311214825857e+03  2.621713796233340e-08  1.013001157099272e-04 
 3.388441561391970e+03  2.604496504207039e-08  9.839234412391753e-05 
 3.467368504525260e+03  2.587549026734614e-08  9.557176270236246e-05 
 3.548133892335697e+03  2.570868120572440e-08  9.283576245507399e-05 
 3.630780547700954e+03  2.554450565851166e-08  9.018180461539697e-05 
 3.715352290971664e+03  2.538293165813492e-08  8.760741991703049e-05 
 3.801893963205549e+03  2.522392746650544e-08  8.511020721940078e-05 
 3.890451449942742e+03  2.506746157317055e-08  8.268783231401039e-05 
 3.981071705534907e+03  2.491350269438738e-08  8.033802628640486e-05 
 4.073802778041060e+03  2.476201977074651e-08  7.805858469537601e-05 
 4.168693834703285e+03  2.461298196649428e-08  7.584736587821581e-05 
 4.265795188015855e+03  2.446635866801682e-08  7.370228975611933e-05 
 4.365158322401587e+03  2.432211948337121e-08  7.162133621364712e-05 
 4.466835921509556e+03  2.418023424054964e-08  6.960254406133966e-05 
 4.570881896148673e+03  2.404067298664689e-08  6.764400963219510e-05 
 4.677351412871903e+03  2.390340598797283e-08  6.574388509848827e-05 
 4.786300923226302e+03  2.376840372852653e-08  6.390037744308267e-05 
 4.897788193684379e+03  2.363563690946748e-08  6.211174708042758e-05 
 5.011872336272638e+03  2.350507644960802e-08  6.037630621753860e-05 
 5.128613839913562e+03  2.337669348369611e-08  5.869241795148540e-05 
 5.248074602497637e+03  2.325045936308277e-08  5.705849466100331e-05 
 5.370317963702436e+03  2.312634565551450e-08  5.547299673218581e-05 
 5.495408738576152e+03  2.300432414424386e-08  5.393443147670383e-05 
 5.623413251903396e+03  2.288436682890019e-08  5.244135163901426e-05 
 5.754399373371471e+03  2.276644592513022e-08  5.099235425582181e-05 
 5.888436553555789e+03  2.265053386433807e-08  4.958607951493118e-05 
 6.025595860743474e+03  2.253660329469602e-08  4.822120936847094e-05 
 6.165950018614716e+03  2.242462708053242e-08  4.689646653652071e-05 
 6.309573444801824e+03  2.231457830308883e-08  4.561061325048299e-05 
 6.456542290346444e+03  2.220643026082355e-08  4.436245013295261e-05 
 6.606934480075846e+03  2.210015646957923e-08  4.315081512575493e-05 
 6.760829753919701e+03  2.199573066298717e-08  4.197458240361161e-05 
 6.918309709189245e+03  2.189312679335572e-08  4.083266124627062e-05 
 7.079457843841256e+03  2.179231903140762e-08  3.972399511947841e-05 
 7.244359600749774e+03  2.169328176762557e-08  3.864756053417601e-05 
 7.413102413009045e+03  2.159598961206046e-08  3.760236616807221e-05 
 7.585775750291705e+03  2.150041739540355e-08  3.658745182729232e-05 
 7.762471166286781e+03  2.140654016914865e-08  3.560188755993532e-05 
 7.943282347242675e+03  2.131433320665347e-08  3.464477268011655e-05 
 8.128305161640849e+03  2.122377200306241e-08  3.371523495500210e-05 
 8.317637711026564e+03  2.113483227665056e-08  3.281242964631969e-05 
 8.511380382023615e+03  2.104748996875384e-08  3.193553873872352e-05 
 8.709635899560653e+03  2.096172124471826e-08  3.108377007397928e-05 
 8.912509381337299e+03  2.087750249456355e-08  3.025635654273479e-05 
 9.120108393558938e+03  2.079481033309423e-08  2.945255534953048e-05 
 9.332543007969747e+03  2.071362160080363e-08  2.867164721687112e-05 
 9.549925860214193e+03  2.063391336439082e-08  2.791293565166709e-05 
 9.772372209557936e+03  2.055566291700980e-08  2.717574625171935e-05 
 9.999999999999825e+03  2.047884777916169e-08  2.645942597370190e-05 
 1.023292992280736e+04  2.040344569864728e-08  2.576334249915404e-05 
 1.047128548050881e+04  2.032943465138868e-08  2.508688354613755e-05 
 1.071519305237588e+04  2.025679284157146e-08  2.442945625112676e-05 
 1.096478196143166e+04  2.018549870214112e-08  2.379048653953166e-05 
 1.122018454301944e+04  2.011553089488392e-08  2.316941854222819e-05 
 1.148153621496863e+04  2.004686831098540e-08  2.256571399323968e-05 
 1.174897554939509e+04  1.997949007109534e-08  2.197885167710897e-05 
 1.202264434617392e+04  1.991337552536956e-08  2.140832688941261e-05 
 1.230268770812360e+04  1.984850425393448e-08  2.085365088550147e-05 
 1.258925411794145e+04  1.978485606662214e-08  2.031435038778657e-05 
 1.288249551693111e+04  1.972241100313175e-08  1.978996707890746e-05 
 1.318256738556384e+04  1.966114933306828e-08  1.928005711516931e-05 
 1.348962882591630e+04  1.960105155572703e-08  1.878419066601407e-05 
 1.380384264602860e+04  1.954209840003762e-08  1.830195145744231e-05 
 1.412537544622729e+04  1.948427082447150e-08  1.783293632700429e-05 
 1.445439770745902e+04  1.942755001656936e-08  1.737675481139008e-05 
 1.479108388168181e+04  1.937191739275572e-08  1.693302872762226e-05 
 1.513561248436181e+04  1.931735459803218e-08  1.650139177236586e-05 
 1.548816618912454e+04  1.926384350550245e-08  1.608148913903786e-05 
 1.584893192461085e+04  1.921136621589517e-08  1.567297714385910e-05 
 1.621810097358901e+04  1.915990505697868e-08  1.527552286661702e-05 
 1.659586907437531e+04  1.910944258302427e-08  1.488880379824999e-05 
 1.698243652461714e+04  1.905996157430904e-08  1.451250749531538e-05 
 1.737800828749345e+04  1.901144503605018e-08  1.414633126815467e-05 
 1.778279410038891e+04  1.896387619794548e-08  1.378998185005076e-05 
 1.819700858609951e+04  1.891723851330520e-08  1.344317509330348e-05 
 1.862087136662834e+04  1.887151565802673e-08  1.310563567749390e-05 
 1.905460717963213e+04  1.882669152985222e-08  1.277709681576614e-05 
 1.949844599758010e+04  1.878275024720364e-08  1.245729998321740e-05 
 1.995262314968844e+04  1.873967614827517e-08  1.214599464348210e-05 
 2.041737944669493e+04  1.869745378994611e-08  1.184293798845790e-05 
 2.089296130854002e+04  1.865606794653940e-08  1.154789469125181e-05 
 2.137962089502194e+04  1.861550360868308e-08  1.126063666014128e-05 
 2.187761623949514e+04  1.857574598210175e-08  1.098094280327546e-05 
 2.238721138568300e+04  1.853678048620601e-08  1.070859880481020e-05 
 2.290867652767732e+04  1.849859275295617e-08  1.044339689837197e-05 
 2.344228815319880e+04  1.846116862523827e-08  1.018513566314940e-05 
 2.398832919019448e+04  1.842449415567362e-08  9.933619810003524e-06 
 2.454708915684986e+04  1.838855560495446e-08  9.688659989532306e-06 
 2.511886431509535e+04  1.835333944044922e-08  9.450072596108449e-06 
 2.570395782768818e+04  1.831883233461240e-08  9.217679583662063e-06 
 2.630267991895334e+04  1.828502116336111e-08  8.991308287028166e-06 
 2.691534803926867e+04  1.825189300452303e-08  8.770791246339210e-06 
 2.754228703338117e+04  1.821943513620223e-08  8.555966038364947e-06 
 2.818382931264403e+04  1.818763503489000e-08  8.346675120562391e-06 
 2.884031503126553e+04  1.815648037400226e-08  8.142765666232660e-06 
 2.951209226666332e+04  1.812595902189306e-08  7.944089419819765e-06 
 3.019951720401961e+04  1.809605904023525e-08  7.750502545714473e-06 
 3.090295432513534e+04  1.806676868214192e-08  7.561865488593850e-06 
 3.162277660168322e+04  1.803807639029769e-08  7.378042837536125e-06 
 3.235936569296224e+04  1.800997079519243e-08  7.198903191056413e-06 
 3.311311214825851e+04  1.798244071314290e-08  7.024319031917079e-06 
 3.388441561391963e+04  1.795547514439644e-08  6.854166603311108e-06 
 3.467368504525253e+04  1.792906327128794e-08  6.688325787184204e-06 
 3.548133892335689e+04  1.790319445624657e-08  6.526679990391042e-06 
 3.630780547700946e+04  1.787785823978181e-08  6.369116034337948e-06 
 3.715352290971656e+04  1.785304433867571e-08  6.215524042840954e-06 
 3.801893963205542e+04  1.782874264381089e-08  6.065797343064938e-06 
 3.890451449942734e+04  1.780494321828306e-08  5.919832361365949e-06 
 3.981071705534899e+04  1.778163629536750e-08  5.777528526987424e-06 
 4.073802778041051e+04  1.775881227655383e-08  5.638788176397003e-06 
 4.168693834703276e+04  1.773646172940261e-08  5.503516465272695e-06 
 4.265795188015846e+04  1.771457538568551e-08  5.371621276297341e-06 
 4.365158322401578e+04  1.769314413916614e-08  5.243013138703893e-06 
 4.466835921509547e+04  1.767215904376926e-08  5.117605140801526e-06 
 4.570881896148664e+04  1.765161131134025e-08  4.995312855449959e-06 
 4.677351412871894e+04  1.763149230976496e-08  4.876054259435919e-06 
 4.786300923226294e+04  1.761179356083974e-08  4.759749660905655e-06 
 4.897788193684370e+04  1.759250673826050e-08  4.646321627222029e-06 
 5.011872336272628e+04  1.757362366562790e-08  4.535694914260594e-06 
 5.128613839913552e+04  1.755513631435640e-08  4.427796400636007e-06 
 5.248074602497627e+04  1.753703680168807e-08  4.322555021770281e-06 
 5.370317963702425e+04  1.751931738863526e-08  4.219901707849389e-06 
 5.495408738576141e+04  1.750197047802690e-08  4.119769321632199e-06 
 5.623413251903383e+04  1.748498861244420e-08  4.022092600979867e-06 
 5.754399373371459e+04  1.746836447228144e-08  3.926808100649980e-06 
 5.888436553555776e+04  1.745209087372144e-08  3.833854138052572e-06 
 6.025595860743462e+04  1.743616076674475e-08  3.743170740450304e-06 
 6.165950018614703e+04  1.742056723321380e-08  3.654699592312679e-06 
 6.309573444801811e+04  1.740530348488954e-08  3.568383986072641e-06 
 6.456542290346430e+04  1.739036286150459e-08  3.484168773688204e-06 
 6.606934480075832e+04  1.737573882882146e-08  3.402000320421946e-06 
 6.760829753919686e+04  1.736142497670827e-08  3.321826459831061e-06 
 6.918309709189230e+04  1.734741501732963e-08  3.243596448176913e-06 
 7.079457843841241e+04  1.733370278311517e-08  3.167260925547545e-06 
 7.244359600749759e+04  1.732028222505744e-08  3.092771871196130e-06 
 7.413102413009030e+04  1.730714741073183e-08  3.020082567008530e-06 
 7.585775750291689e+04  1.729429252253501e-08  2.949147557513665e-06 
 7.762471166286766e+04  1.728171185585847e-08  2.879922613077906e-06 
 7.943282347242659e+04  1.726939981729158e-08  2.812364694080672e-06 
 8.128305161640832e+04  1.725735092280549e-08  2.746431916980891e-06 
 8.317637711026546e+04  1.724555979609927e-08  2.682083518301120e-06 
 8.511380382023596e+04  1.723402116674367e-08  2.619279824763231e-06 
 8.709635899560634e+04  1.722272986851693e-08  2.557982220399354e-06 
 8.912509381337279e+04  1.721168083772893e-08  2.498153115618041e-06 
 9.120108393558917e+04  1.720086911151775e-08  2.439755918050400e-06 
 9.332543007969725e+04  1.719028982616031e-08  2.382755004748538e-06 
 9.549925860214169e+04  1.717993821550508e-08  2.327115692767922e-06 
 9.772372209557911e+04  1.716980960933484e-08  2.272804212918703e-06 
 9.999999999999799e+04  1.715989943171897e-08  2.219787684836741e-06 
 1.023292992280734e+05  1.715020319954223e-08  2.168034089617688e-06 
 1.047128548050878e+05  1.714071652088099e-08  2.117512246998883e-06 
 1.071519305237585e+05  1.713143509350928e-08  2.068191790998818e-06 
 1.096478196143163e+05  1.712235470337652e-08  2.020043147341508e-06 
 1.122018454301941e+05  1.711347122316653e-08  1.973037510352176e-06 
 1.148153621496859e+05  1.710478061080269e-08  1.927146822259284e-06 
 1.174897554939506e+05  1.709627890804189e-08  1.882343751664217e-06 
 1.202264434617388e+05  1.708796223904501e-08  1.838601673660749e-06 
 1.230268770812357e+05  1.707982680898327e-08  1.795894650347780e-06 
 1.258925411794142e+05  1.707186890272948e-08  1.754197410662373e-06 
 1.288249551693108e+05  1.706408488346012e-08  1.713485333056524e-06 
 1.318256738556380e+05  1.705647119135696e-08  1.673734427343781e-06 
 1.348962882591626e+05  1.704902434232630e-08  1.634921317007463e-06 
 1.380384264602856e+05  1.704174092674486e-08  1.597023222146382e-06 
 1.412537544622725e+05  1.703461760818781e-08  1.560017943688012e-06 
 1.445439770745898e+05  1.702765112222936e-08  1.523883847178482e-06 
 1.479108388168177e+05  1.702083827523243e-08  1.488599847707554e-06 
 1.513561248436177e+05  1.701417594322590e-08  1.454145394070830e-06 
 1.548816618912449e+05  1.700766107068899e-08  1.420500455678662e-06 
 1.584893192461080e+05  1.700129066950279e-08  1.387645507142608e-06 
 1.621810097358896e+05  1.699506181781334e-08  1.355561515393151e-06 
 1.659586907437526e+05  1.698897165896549e-08  1.324229926420440e-06 
 1.698243652461709e+05  1.698301740048428e-08  1.293632651930397e-06 
 1.737800828749339e+05  1.697719631302785e-08  1.263752057345408e-06 
 1.778279410038886e+05  1.697150572940703e-08  1.234570949517348e-06 
 1.819700858609945e+05  1.696594304362755e-08  1.206072564684962e-06 
 1.862087136662828e+05  1.696050570992297e-08  1.178240557560521e-06 
 1.905460717963207e+05  1.695519124186156e-08  1.151058989827622e-06 
 1.949844599758004e+05  1.694999721144131e-08  1.124512319534792e-06 
 1.995262314968837e+05  1.694492124823091e-08  1.098585390614638e-06 
 2.041737944669486e+05  1.693996103853773e-08  1.073263422610325e-06 
 2.089296130853995e+05  1.693511432458003e-08  1.048532001011105e-06 
 2.137962089502187e+05  1.693037890372132e-08  1.024377067395668e-06 
 2.187761623949506e+05  1.692575262769585e-08  1.000784910334879e-06 
 2.238721138568292e+05  1.692123340189485e-08  9.777421560730839e-07 
 2.290867652767724e+05  1.691681918463564e-08  9.552357602263423e-07 
 2.344228815319872e+05  1.691250798652340e-08  9.332529984893262e-07 
 2.398832919019439e+05  1.690829786976705e-08  9.117814590115920e-07 
 2.454708915684978e+05  1.690418694758860e-08  8.908090338150502e-07 
 2.511886431509526e+05  1.690017338360323e-08  8.703239114035111e-07 
 2.570395782768808e+05  1.689625539128297e-08  8.503145687010931e-07 
 2.630267991895325e+05  1.689243123341402e-08  8.307697637842288e-07 
 2.691534803926857e+05  1.688869922159465e-08  8.116785286711028e-07 
 2.754228703338107e+05  1.688505771574635e-08  7.930301625197689e-07 
 2.818382931264393e+05  1.688150512370212e-08  7.748142243447417e-07 
 2.884031503126543e+05  1.687803990077130e-08  7.570205267345012e-07 
 2.951209226666322e+05  1.687466054936252e-08  7.396391293554483e-07 
 3.019951720401950e+05  1.687136561864321e-08  7.226603325599423e-07 
 3.090295432513523e+05  1.686815370422893e-08  7.060746712462214e-07 
 3.162277660168310e+05  1.686502344788610e-08  6.898729091106611e-07 
 3.235936569296212e+05  1.686197353729339e-08  6.740460327435565e-07 
 3.311311214825838e+05  1.685900270583055e-08  6.585852459994075e-07 
 3.388441561391951e+05  1.685610973240278e-08  6.434819645056671e-07 
 3.467368504525240e+05  1.685329344128608e-08  6.287278104853403e-07 
 3.548133892335676e+05  1.685055270204549e-08  6.143146073334872e-07 
 3.630780547700933e+05  1.684788642944399e-08  6.002343748415082e-07 
 3.715352290971643e+05  1.684529358343778e-08  5.864793240569237e-07 
 3.801893963205527e+05  1.684277316917492e-08  5.730418526572998e-07 
 3.890451449942719e+05  1.684032423704859e-08  5.599145402857597e-07 
 3.981071705534884e+05  1.683794588280372e-08  5.470901439258251e-07 
 4.073802778041036e+05  1.683563724766912e-08  5.345615935147502e-07 
 4.168693834703261e+05  1.683339751853134e-08  5.223219878574136e-07 
 4.265795188015831e+05  1.683122592817969e-08  5.103645901351114e-07 
 4.365158322401562e+05  1.682912175556932e-08  4.986828240846424e-07 
 4.466835921509531e+05  1.682708432615115e-08  4.872702698681289e-07 
 4.570881896148648e+05  1.682511301223721e-08  4.761206603935655e-07 
 4.677351412871877e+05  1.682320723343785e-08  4.652278773468156e-07 
 4.786300923226276e+05  1.682136645712555e-08  4.545859477132618e-07 
 4.897788193684352e+05  1.681959019897505e-08  4.441890401252453e-07 
 5.011872336272610e+05  1.681787802354425e-08  4.340314614438563e-07 
 5.128613839913533e+05  1.681622954493643e-08  4.241076532375993e-07 
 5.248074602497608e+05  1.681464442748183e-08  4.144121887158296e-07 
 5.370317963702406e+05  1.681312238652519e-08  4.049397693359337e-07 
 5.495408738576121e+05  1.681166318925229e-08  3.956852217422919e-07 
 5.623413251903363e+05  1.681026665558737e-08  3.866434947103886e-07 
 5.754399373371438e+05  1.680893265915942e-08  3.778096562133483e-07 
 5.888436553555755e+05  1.680766112834360e-08  3.691788904787333e-07 
 6.025595860743440e+05  1.680645204737330e-08  3.607464951711146e-07 
 6.165950018614681e+05  1.680530545752559e-08  3.525078786887796e-07 
 6.309573444801788e+05  1.680422145838793e-08  3.444585574490817e-07 
 6.456542290346407e+05  1.680320020921076e-08  3.365941533016768e-07 
 6.606934480075808e+05  1.680224193033294e-08  3.289103909692772e-07 
 6.760829753919662e+05  1.680134690471311e-08  3.214030955480642e-07 
 6.918309709189205e+05  1.680051547952917e-08  3.140681901608488e-07 
 7.079457843841215e+05  1.679974806789327e-08  3.069016935172223e-07 
 7.244359600749733e+05  1.679904515064706e-08  2.998997176931927e-07 
 7.413102413009004e+05  1.679840727827408e-08  2.930584658179366e-07 
 7.585775750291662e+05  1.679783507290782e-08  2.863742298880001e-07 
 7.762471166286737e+05  1.679732923042919e-08  2.798433888091255e-07 
 7.943282347242631e+05  1.679689052272530e-08  2.734624060757505e-07 
 8.128305161640804e+05  1.679651980002069e-08  2.672278278659977e-07 
 8.317637711026516e+05  1.679621799333949e-08  2.611362811064178e-07 
