 frequency              onoise_spectrum       
 5.011872336272667e+01  2.225247349350631e-03 
 5.128613839913591e+01  2.199584424906131e-03 
 5.248074602497667e+01  2.174185245133731e-03 
 5.370317963702468e+01  2.149045799341743e-03 
 5.495408738576185e+01  2.124162094830762e-03 
 5.623413251903428e+01  2.099530156297453e-03 
 5.754399373371505e+01  2.075146025188244e-03 
 5.888436553555824e+01  2.051005759115859e-03 
 6.025595860743510e+01  2.027105431309979e-03 
 6.165950018614752e+01  2.003441130132268e-03 
 6.309573444801861e+01  1.980008958622267e-03 
 6.456542290346482e+01  1.956805034128428e-03 
 6.606934480075886e+01  1.933825487973418e-03 
 6.760829753919741e+01  1.911066465188809e-03 
 6.918309709189286e+01  1.888524124357891e-03 
 7.079457843841298e+01  1.866194637485518e-03 
 7.244359600749817e+01  1.844074189987536e-03 
 7.413102413009089e+01  1.822158980768726e-03 
 7.585775750291749e+01  1.800445222395223e-03 
 7.762471166286826e+01  1.778929141367878e-03 
 7.943282347242722e+01  1.757606978518074e-03 
 8.128305161640897e+01  1.736474989529092e-03 
 8.317637711026612e+01  1.715529445008903e-03 
 8.511380382023664e+01  1.694766633563694e-03 
 8.709635899560703e+01  1.674182859300359e-03 
 8.912509381337350e+01  1.653774445209537e-03 
 9.120108393558989e+01  1.633537646567764e-03 
 9.332543007969799e+01  1.613469002843029e-03 
 9.549925860214246e+01  1.593564811653798e-03 
 9.772372209557990e+01  1.573821483674750e-03 
 9.999999999999881e+01  1.554235456050848e-03 
 1.023292992280742e+02  1.534803194662651e-03 
 1.047128548050887e+02  1.515521196550555e-03 
 1.071519305237593e+02  1.496385992640346e-03 
 1.096478196143172e+02  1.477394150663863e-03 
 1.122018454301950e+02  1.458542278345111e-03 
 1.148153621496869e+02  1.439827026843098e-03 
 1.174897554939515e+02  1.421245093535102e-03 
 1.202264434617398e+02  1.402793229593873e-03 
 1.230268770812366e+02  1.384468203408673e-03 
 1.258925411794152e+02  1.366266950867245e-03 
 1.288249551693118e+02  1.348186365055816e-03 
 1.318256738556391e+02  1.330223444684026e-03 
 1.348962882591637e+02  1.312375263392023e-03 
 1.380384264602868e+02  1.294638975310537e-03 
 1.412537544622737e+02  1.277011820854356e-03 
 1.445439770745910e+02  1.259491132400160e-03 
 1.479108388168189e+02  1.242074342063237e-03 
 1.513561248436189e+02  1.224758985858299e-03 
 1.548816618912462e+02  1.207542711892573e-03 
 1.584893192461094e+02  1.190423286762156e-03 
