 cl_ref                 cl_voutcm              cl_ideal               cl_vcmfb               cl_error              
 2.399999999999993e+00  2.389064023186240e+00  2.399999999999993e+00  3.237164023186240e+00 -1.093597681375291e-02 
 2.409999999999993e+00  2.396357053896510e+00  2.409999999999993e+00  3.244457053896510e+00 -1.364294610348304e-02 
 2.419999999999992e+00  2.403045719050956e+00  2.419999999999992e+00  3.251145719050956e+00 -1.695428094903617e-02 
 2.429999999999992e+00  2.409135741180288e+00  2.429999999999992e+00  3.257235741180288e+00 -2.086425881970433e-02 
 2.439999999999992e+00  2.414651375541399e+00  2.439999999999992e+00  3.262751375541399e+00 -2.534862445859298e-02 
 2.449999999999992e+00  2.419625803621976e+00  2.449999999999992e+00  3.267725803621976e+00 -3.037419637801575e-02 
 2.459999999999992e+00  2.424094857599290e+00  2.459999999999992e+00  3.272194857599289e+00 -3.590514240070197e-02 
 2.469999999999991e+00  2.428093689707617e+00  2.469999999999991e+00  3.276193689707616e+00 -4.190631029237446e-02 
 2.479999999999991e+00  2.431655360155880e+00  2.479999999999991e+00  3.279755360155880e+00 -4.834463984411075e-02 
 2.489999999999991e+00  2.434810545251390e+00  2.489999999999991e+00  3.282910545251390e+00 -5.518945474860049e-02 
 2.499999999999991e+00  2.437587843297490e+00  2.499999999999991e+00  3.285687843297490e+00 -6.241215670250044e-02 
 2.509999999999990e+00  2.440014354846880e+00  2.509999999999990e+00  3.288114354846880e+00 -6.998564515311001e-02 
 2.519999999999990e+00  2.442116350879750e+00  2.519999999999990e+00  3.290216350879749e+00 -7.788364912024059e-02 
 2.529999999999990e+00  2.443919872230979e+00  2.529999999999990e+00  3.292019872230979e+00 -8.608012776901086e-02 
 2.539999999999990e+00  2.445451153957125e+00  2.539999999999990e+00  3.293551153957124e+00 -9.454884604286518e-02 
 2.549999999999990e+00  2.446736799579452e+00  2.549999999999990e+00  3.294836799579452e+00 -1.032632004205376e-01 
 2.559999999999989e+00  2.447803675025678e+00  2.559999999999989e+00  3.295903675025678e+00 -1.121963249743119e-01 
 2.569999999999989e+00  2.448678552337524e+00  2.569999999999989e+00  3.296778552337524e+00 -1.213214476624649e-01 
 2.579999999999989e+00  2.449387574915305e+00  2.579999999999989e+00  3.297487574915305e+00 -1.306124250846836e-01 
 2.589999999999989e+00  2.449955653200274e+00  2.589999999999989e+00  3.298055653200274e+00 -1.400443467997143e-01 
 2.599999999999989e+00  2.450405895677812e+00  2.599999999999989e+00  3.298505895677812e+00 -1.495941043221767e-01 
 2.609999999999988e+00  2.450759166402762e+00  2.609999999999988e+00  3.298859166402762e+00 -1.592408335972260e-01 
 2.619999999999988e+00  2.451033814017496e+00  2.619999999999988e+00  3.299133814017496e+00 -1.689661859824922e-01 
 2.629999999999988e+00  2.451245580320110e+00  2.629999999999988e+00  3.299345580320110e+00 -1.787544196798776e-01 
 2.639999999999988e+00  2.451407673387152e+00  2.639999999999988e+00  3.299507673387152e+00 -1.885923266128358e-01 
 2.649999999999987e+00  2.451530954161222e+00  2.649999999999987e+00  3.299630954161222e+00 -1.984690458387655e-01 
 2.659999999999987e+00  2.451624197899462e+00  2.659999999999987e+00  3.299724197899462e+00 -2.083758021005253e-01 
 2.669999999999987e+00  2.451694387620962e+00  2.669999999999987e+00  3.299794387620962e+00 -2.183056123790252e-01 
 2.679999999999987e+00  2.451747008262125e+00  2.679999999999987e+00  3.299847008262125e+00 -2.282529917378615e-01 
 2.689999999999987e+00  2.451786319531811e+00  2.689999999999987e+00  3.299886319531811e+00 -2.382136804681756e-01 
 2.699999999999986e+00  2.451815601991184e+00  2.699999999999986e+00  3.299915601991184e+00 -2.481843980088025e-01 
 2.709999999999986e+00  2.451837358161606e+00  2.709999999999986e+00  3.299937358161606e+00 -2.581626418383807e-01 
 2.719999999999986e+00  2.451853488141358e+00  2.719999999999986e+00  3.299953488141358e+00 -2.681465118586277e-01 
 2.729999999999986e+00  2.451865425117678e+00  2.729999999999986e+00  3.299965425117678e+00 -2.781345748823081e-01 
 2.739999999999986e+00  2.451874245087226e+00  2.739999999999986e+00  3.299974245087226e+00 -2.881257549127594e-01 
 2.749999999999985e+00  2.451880753156638e+00  2.749999999999985e+00  3.299980753156639e+00 -2.981192468433469e-01 
 2.759999999999985e+00  2.451885549725439e+00  2.759999999999985e+00  3.299985549725439e+00 -3.081144502745459e-01 
 2.769999999999985e+00  2.451889081536337e+00  2.769999999999985e+00  3.299989081536337e+00 -3.181109184636477e-01 
 2.779999999999985e+00  2.451891679696258e+00  2.779999999999985e+00  3.299991679696258e+00 -3.281083203037265e-01 
 2.789999999999984e+00  2.451893589379396e+00  2.789999999999984e+00  3.299993589379396e+00 -3.381064106205884e-01 
 2.799999999999984e+00  2.451894992231383e+00  2.799999999999984e+00  3.299994992231382e+00 -3.481050077686016e-01 
 2.809999999999984e+00  2.451896022048525e+00  2.809999999999984e+00  3.299996022048525e+00 -3.581039779514588e-01 
 2.819999999999984e+00  2.451896777912415e+00  2.819999999999984e+00  3.299996777912415e+00 -3.681032220875688e-01 
 2.829999999999984e+00  2.451897332307230e+00  2.829999999999984e+00  3.299997332307230e+00 -3.781026676927532e-01 
 2.839999999999983e+00  2.451897738732388e+00  2.839999999999983e+00  3.299997738732388e+00 -3.881022612675955e-01 
 2.849999999999983e+00  2.451898036402522e+00  2.849999999999983e+00  3.299998036402522e+00 -3.981019635974614e-01 
 2.859999999999983e+00  2.451898254683336e+00  2.859999999999983e+00  3.299998254683335e+00 -4.081017453166473e-01 
 2.869999999999983e+00  2.451898414699540e+00  2.869999999999983e+00  3.299998414699540e+00 -4.181015853004433e-01 
 2.879999999999983e+00  2.451898531727233e+00  2.879999999999983e+00  3.299998531727233e+00 -4.281014682727498e-01 
 2.889999999999982e+00  2.451898617352265e+00  2.889999999999982e+00  3.299998617352265e+00 -4.381013826477171e-01 
 2.899999999999982e+00  2.451898680085134e+00  2.899999999999982e+00  3.299998680085134e+00 -4.481013199148483e-01 
 2.909999999999982e+00  2.451898725998393e+00  2.909999999999982e+00  3.299998725998393e+00 -4.581012740015891e-01 
 2.919999999999982e+00  2.451898759761976e+00  2.919999999999982e+00  3.299998759761976e+00 -4.681012402380058e-01 
 2.929999999999982e+00  2.451898784596374e+00  2.929999999999982e+00  3.299998784596373e+00 -4.781012154036079e-01 
 2.939999999999981e+00  2.451898802574731e+00  2.939999999999981e+00  3.299998802574731e+00 -4.881011974252503e-01 
 2.949999999999981e+00  2.451898815787990e+00  2.949999999999981e+00  3.299998815787990e+00 -4.981011842119911e-01 
 2.959999999999981e+00  2.451898825706865e+00  2.959999999999981e+00  3.299998825706864e+00 -5.081011742931163e-01 
 2.969999999999981e+00  2.451898832757372e+00  2.969999999999981e+00  3.299998832757372e+00 -5.181011672426084e-01 
 2.979999999999980e+00  2.451898838075221e+00  2.979999999999980e+00  3.299998838075221e+00 -5.281011619247598e-01 
 2.989999999999980e+00  2.451898841826350e+00  2.989999999999980e+00  3.299998841826350e+00 -5.381011581736304e-01 
 2.999999999999980e+00  2.451898844872495e+00  2.999999999999980e+00  3.299998844872496e+00 -5.481011551274846e-01 
 3.009999999999980e+00  2.451898847367247e+00  3.009999999999980e+00  3.299998847367247e+00 -5.581011526327324e-01 
 3.019999999999980e+00  2.451898848769384e+00  3.019999999999980e+00  3.299998848769384e+00 -5.681011512305960e-01 
 3.029999999999979e+00  2.451898850329710e+00  3.029999999999979e+00  3.299998850329710e+00 -5.781011496702697e-01 
 3.039999999999979e+00  2.451898851281650e+00  3.039999999999979e+00  3.299998851281650e+00 -5.881011487183296e-01 
 3.049999999999979e+00  2.451898851873879e+00  3.049999999999979e+00  3.299998851873879e+00 -5.981011481261000e-01 
 3.059999999999979e+00  2.451898852465304e+00  3.059999999999979e+00  3.299998852465303e+00 -6.081011475346751e-01 
 3.069999999999979e+00  2.451898853044177e+00  3.069999999999979e+00  3.299998853044176e+00 -6.181011469558020e-01 
 3.079999999999978e+00  2.451898853349161e+00  3.079999999999978e+00  3.299998853349161e+00 -6.281011466508173e-01 
 3.089999999999978e+00  2.451898853953489e+00  3.089999999999978e+00  3.299998853953489e+00 -6.381011460464889e-01 
 3.099999999999978e+00  2.451898854430421e+00  3.099999999999978e+00  3.299998854430422e+00 -6.481011455695564e-01 
 3.109999999999978e+00  2.451898854576251e+00  3.109999999999978e+00  3.299998854576251e+00 -6.581011454237271e-01 
 3.119999999999977e+00  2.451898854870165e+00  3.119999999999977e+00  3.299998854870165e+00 -6.681011451298127e-01 
 3.129999999999977e+00  2.451898855123654e+00  3.129999999999977e+00  3.299998855123654e+00 -6.781011448763237e-01 
 3.139999999999977e+00  2.451898855384632e+00  3.139999999999977e+00  3.299998855384632e+00 -6.881011446153447e-01 
 3.149999999999977e+00  2.451898855649825e+00  3.149999999999977e+00  3.299998855649824e+00 -6.981011443501521e-01 
 3.159999999999977e+00  2.451898855864095e+00  3.159999999999977e+00  3.299998855864095e+00 -7.081011441358815e-01 
 3.169999999999976e+00  2.451898856148951e+00  3.169999999999976e+00  3.299998856148951e+00 -7.181011438510256e-01 
 3.179999999999976e+00  2.451898856319516e+00  3.179999999999976e+00  3.299998856319515e+00 -7.281011436804605e-01 
 3.189999999999976e+00  2.451898856500518e+00  3.189999999999976e+00  3.299998856500517e+00 -7.381011434994584e-01 
 3.199999999999976e+00  2.451898856809337e+00  3.199999999999976e+00  3.299998856809337e+00 -7.481011431906386e-01 
 3.209999999999976e+00  2.451898857046314e+00  3.209999999999976e+00  3.299998857046314e+00 -7.581011429536617e-01 
 3.219999999999975e+00  2.451898857348724e+00  3.219999999999975e+00  3.299998857348724e+00 -7.681011426512510e-01 
 3.229999999999975e+00  2.451898857464285e+00  3.229999999999975e+00  3.299998857464285e+00 -7.781011425356898e-01 
 3.239999999999975e+00  2.451898857705843e+00  3.239999999999975e+00  3.299998857705843e+00 -7.881011422941318e-01 
 3.249999999999975e+00  2.451898857829781e+00  3.249999999999975e+00  3.299998857829781e+00 -7.981011421701933e-01 
 3.259999999999974e+00  2.451898858238295e+00  3.259999999999974e+00  3.299998858238296e+00 -8.081011417616790e-01 
 3.269999999999974e+00  2.451898858355928e+00  3.269999999999974e+00  3.299998858355928e+00 -8.181011416440467e-01 
 3.279999999999974e+00  2.451898858552057e+00  3.279999999999974e+00  3.299998858552057e+00 -8.281011414479171e-01 
 3.289999999999974e+00  2.451898858915682e+00  3.289999999999974e+00  3.299998858915683e+00 -8.381011410842913e-01 
 3.299999999999974e+00  2.451898859193840e+00  3.299999999999974e+00  3.299998859193840e+00 -8.481011408061332e-01 
